EmployeeID,Age,Department,YearsExperience,PerformanceScore,MonthlySalary,TrainingHours,PromotionLast5Years,,,
28265,53,Marketing,32,1,9392,1,Yes,,,
28266,26,HR,11,1,5092,51,No,,,
28267,49,Finance,33,4,7602,57,No,,,
28268,40,HR,7,2,8219,31,Yes,,,
28269,38,Marketing,19,3,11063,97,No,,,
28270,34,Finance,13,2,8514,91,No,,,
28271,40,IT,31,3,7362,46,Yes,,,
28272,38,Finance,18,3,8711,84,Yes,,,
28273,47,Marketing,5,4,4432,78,No,,,
28274,38,Operations,13,5,3574,72,No,,,
28275,37,IT,25,2,8299,95,No,,,
28276,45,IT,22,1,7322,85,No,,,
28277,25,HR,26,2,14692,110,Yes,,,
28278,26,HR,1,1,14985,1,Yes,,,
28279,56,IT,8,5,6652,4,Yes,,,
28280,53,IT,14,1,13687,72,No,,,
28281,35,Operations,14,3,8043,12,No,,,
28282,59,Operations,5,5,12515,88,No,,,
28283,36,Marketing,8,5,11684,110,Yes,,,
28284,58,Operations,11,3,4922,1,Yes,,,
28285,59,Marketing,25,1,3585,100,Yes,,,
28286,44,Operations,32,5,6613,60,No,,,
28287,41,HR,34,5,10023,17,Yes,,,
28288,58,Marketing,18,4,9486,91,Yes,,,
28289,33,Finance,14,2,9926,70,Yes,,,
28290,49,Operations,10,3,14012,74,No,,,
28291,54,Marketing,6,2,10747,93,Yes,,,
28292,25,Marketing,27,1,13187,2,No,,,
28293,23,Marketing,7,2,5743,73,No,,,
28294,41,Marketing,17,3,7550,36,No,,,
28295,29,Marketing,14,2,8836,104,No,,,
28296,23,Operations,9,3,6654,19,Yes,,,
28297,50,Finance,30,4,10273,18,Yes,,,
28298,23,Operations,10,2,14787,73,Yes,,,
28299,59,Finance,13,5,4724,105,Yes,,,
28300,54,Marketing,0,2,12320,74,Yes,,,
28301,37,Marketing,6,2,10916,39,Yes,,,
28302,34,Marketing,32,1,6331,20,Yes,,,
28303,31,HR,12,5,8346,95,No,,,
28304,21,Operations,18,1,6523,93,Yes,,,
28305,21,Finance,8,4,6557,94,Yes,,,
28306,35,Operations,8,3,9099,86,No,,,
28307,22,Marketing,26,4,4304,91,No,,,
28308,32,Finance,22,1,3008,87,Yes,,,
28309,22,HR,7,4,10782,117,No,,,
28310,43,Marketing,24,1,4914,26,Yes,,,
28311,54,Marketing,21,5,9252,98,No,,,
28312,37,IT,4,2,5054,62,No,,,
28313,34,Operations,13,3,12341,32,No,,,
28314,31,Operations,0,4,8686,15,Yes,,,
28315,40,Finance,27,3,13361,9,Yes,,,
28316,27,IT,18,5,12767,73,No,,,
28317,21,Marketing,26,5,5284,7,Yes,,,
28318,35,Finance,21,5,11028,89,No,,,
28319,58,IT,13,4,10301,68,No,,,
28320,54,Finance,11,3,11440,101,Yes,,,
28321,29,IT,3,1,7632,111,No,,,
28322,21,Marketing,27,3,4758,104,No,,,
28323,29,Marketing,20,1,6336,46,No,,,
28324,22,Marketing,5,1,5842,58,No,,,
28325,42,IT,10,1,8512,56,Yes,,,
28326,45,Operations,4,1,8782,73,Yes,,,
28327,34,Finance,22,2,13534,91,No,,,
28328,55,HR,2,1,10907,38,No,,,
28329,36,HR,15,2,8973,42,Yes,,,
28330,39,Marketing,4,5,9722,85,Yes,,,
28331,51,IT,3,3,8930,112,No,,,
28332,22,Operations,13,2,11845,27,Yes,,,
28333,52,Finance,20,3,7000,52,Yes,,,
28334,56,Finance,32,1,10576,5,Yes,,,
28335,31,Operations,28,2,12508,100,No,,,
28336,28,Finance,27,1,4172,71,No,,,
28337,25,IT,19,3,10513,85,No,,,
28338,54,HR,7,3,7943,8,Yes,,,
28339,52,HR,3,4,4959,6,Yes,,,
28340,26,Operations,12,2,10689,16,Yes,,,
28341,28,IT,22,2,3831,12,Yes,,,
28342,54,Operations,13,2,5686,118,No,,,
28343,24,Operations,33,5,14371,113,Yes,,,
28344,56,Operations,27,4,12172,48,Yes,,,
28345,45,Marketing,16,3,11994,42,Yes,,,
28346,46,HR,11,4,9516,78,No,,,
28347,53,Operations,18,4,12132,35,No,,,
28348,29,HR,17,5,14065,19,Yes,,,
28349,28,Marketing,17,3,11355,19,No,,,
28350,37,IT,5,3,14891,20,Yes,,,
28351,35,Operations,34,4,9903,118,No,,,
28352,33,Finance,2,5,5792,21,No,,,
28353,23,HR,18,5,11674,114,No,,,
28354,32,Finance,17,2,10945,41,No,,,
28355,49,HR,8,4,14949,114,Yes,,,
28356,21,Finance,20,4,12288,33,Yes,,,
28357,52,Finance,7,3,8882,87,No,,,
28358,57,HR,33,1,10446,31,No,,,
28359,40,HR,16,5,12948,87,No,,,
28360,28,IT,33,5,3394,42,No,,,
28361,57,Marketing,4,4,14212,65,Yes,,,
28362,51,HR,2,1,13042,46,No,,,
28363,51,Finance,32,4,4067,54,No,,,
28364,45,Marketing,17,4,13299,27,Yes,,,
28365,28,Operations,23,5,10465,79,Yes,,,
28366,50,Marketing,6,3,5158,66,Yes,,,
28367,50,HR,24,1,14770,117,No,,,
28368,47,Marketing,32,4,5014,19,No,,,
28369,55,Marketing,25,5,12716,62,Yes,,,
28370,33,Marketing,25,3,11713,71,Yes,,,
28371,41,HR,6,5,9660,38,Yes,,,
28372,29,HR,19,4,12630,63,Yes,,,
28373,44,HR,12,5,12639,44,Yes,,,
28374,53,Operations,2,2,11859,7,Yes,,,
28375,21,HR,7,4,6407,86,Yes,,,
28376,28,Operations,27,5,7569,65,No,,,
28377,23,Operations,2,1,11244,36,Yes,,,
28378,34,IT,29,5,12320,39,Yes,,,
28379,34,Marketing,17,3,10060,81,No,,,
28380,53,Marketing,26,5,3680,9,Yes,,,
28381,24,Finance,17,4,14100,49,No,,,
28382,58,Finance,3,3,13278,20,Yes,,,
28383,45,IT,27,3,12352,63,Yes,,,
28384,33,IT,21,4,10297,58,Yes,,,
28385,59,Marketing,30,4,10343,8,No,,,
28386,45,HR,8,4,10269,26,Yes,,,
28387,58,Finance,18,5,5546,39,No,,,
28388,29,HR,23,2,12590,77,Yes,,,
28389,58,Finance,14,2,14197,3,No,,,
28390,58,Marketing,8,1,10966,32,Yes,,,
28391,55,IT,18,3,8601,75,No,,,
28392,49,IT,7,3,5391,11,No,,,
28393,34,HR,24,5,5530,69,No,,,
28394,58,Marketing,12,2,12178,113,Yes,,,
28395,54,HR,5,4,6104,105,No,,,
28396,45,Operations,8,2,14349,23,No,,,
28397,48,Marketing,22,2,7244,15,No,,,
28398,50,Finance,7,2,9298,11,No,,,
28399,59,Marketing,24,4,12296,81,Yes,,,
28400,57,Finance,15,3,10418,4,No,,,
28401,22,IT,3,3,11957,79,No,,,
28402,41,HR,3,2,7883,92,Yes,,,
28403,54,Operations,5,3,14482,24,Yes,,,
28404,39,Operations,11,3,10341,57,No,,,
28405,58,IT,9,3,10586,3,Yes,,,
28406,51,IT,28,1,13090,21,Yes,,,
28407,46,Finance,33,3,6859,40,No,,,
28408,32,Operations,14,3,14786,95,No,,,
28409,50,Finance,14,4,6416,11,No,,,
28410,46,Finance,17,5,13565,83,Yes,,,
28411,51,Finance,18,3,4326,14,No,,,
28412,35,Operations,7,4,6713,107,No,,,
28413,30,Operations,5,1,3793,114,No,,,
28414,56,Finance,33,4,5958,79,Yes,,,
28415,46,Finance,17,3,5556,89,No,,,
28416,29,HR,32,1,13117,69,Yes,,,
28417,37,IT,12,4,11511,81,No,,,
28418,26,IT,13,2,8212,103,No,,,
28419,42,HR,32,4,13359,34,Yes,,,
28420,36,Operations,14,5,8489,63,No,,,
28421,42,Operations,17,4,11033,4,Yes,,,
28422,59,IT,15,1,8161,91,No,,,
28423,24,HR,26,3,12096,98,Yes,,,
28424,24,Marketing,13,1,14996,14,Yes,,,
28425,29,HR,4,1,10515,35,Yes,,,
28426,34,Operations,13,1,6387,8,No,,,
28427,46,Operations,9,2,3439,92,Yes,,,
28428,23,Finance,31,5,9877,86,No,,,
28429,52,HR,19,3,8071,35,Yes,,,
28430,31,Marketing,28,1,3793,37,Yes,,,
28431,23,Finance,2,1,12423,82,Yes,,,
28432,33,IT,30,3,13470,14,No,,,
28433,33,Operations,21,4,13194,102,Yes,,,
28434,44,IT,9,1,7899,99,Yes,,,
28435,40,Finance,33,5,10599,63,No,,,
28436,30,Finance,24,1,8210,12,Yes,,,
28437,43,HR,32,1,11790,57,Yes,,,
28438,53,Operations,12,3,7601,85,Yes,,,
28439,55,Finance,10,4,9991,77,Yes,,,
28440,34,Finance,19,3,12686,26,No,,,
28441,36,Operations,9,3,8518,53,Yes,,,
28442,50,Finance,21,5,6445,42,Yes,,,
28443,39,Operations,3,4,4483,64,Yes,,,
28444,53,Marketing,26,4,8594,65,Yes,,,
28445,22,Finance,34,1,11873,4,Yes,,,
28446,58,Operations,19,4,9146,118,No,,,
28447,28,Operations,12,5,10910,96,No,,,
28448,40,IT,0,4,4816,25,No,,,
28449,23,IT,12,1,11608,101,Yes,,,
28450,41,Marketing,0,4,5306,98,Yes,,,
28451,21,Finance,27,2,12137,23,No,,,
28452,41,Operations,31,2,11346,44,No,,,
28453,28,Finance,12,1,11409,10,Yes,,,
28454,22,Marketing,22,5,3099,62,Yes,,,
28455,43,Marketing,13,3,12767,27,Yes,,,
28456,31,Marketing,14,2,4845,45,Yes,,,
28457,36,Finance,21,5,8138,29,No,,,
28458,29,HR,11,1,10180,104,No,,,
28459,52,Finance,20,2,5672,69,No,,,
28460,59,HR,15,2,3901,30,Yes,,,
28461,56,IT,25,2,4545,50,Yes,,,
28462,43,Finance,3,3,9164,20,No,,,
28463,50,Operations,3,3,9774,98,No,,,
28464,30,HR,9,2,13281,69,No,,,
28465,51,HR,27,2,4766,8,Yes,,,
28466,46,Operations,19,5,4821,26,Yes,,,
28467,59,Marketing,22,3,12650,43,Yes,,,
28468,50,IT,4,2,10061,47,Yes,,,
28469,22,Operations,8,4,6612,70,No,,,
28470,49,Finance,30,2,5831,3,No,,,
28471,52,HR,11,3,8164,40,No,,,
28472,58,Operations,33,5,6910,74,No,,,
28473,41,Marketing,21,1,9799,87,Yes,,,
28474,47,Operations,21,3,7789,119,No,,,
28475,44,Marketing,12,5,8639,101,Yes,,,
28476,54,Marketing,15,3,6576,112,No,,,
28477,43,Operations,4,3,9244,111,No,,,
28478,34,IT,25,4,12092,98,No,,,
28479,59,HR,34,2,12922,13,No,,,
28480,25,IT,28,2,9171,31,Yes,,,
28481,29,Finance,0,1,9381,31,No,,,
28482,57,Marketing,18,2,7722,32,No,,,
28483,28,IT,29,3,9662,119,Yes,,,
28484,27,Operations,27,5,10827,104,No,,,
28485,50,Marketing,24,5,13548,26,Yes,,,
28486,32,HR,21,2,5116,68,Yes,,,
28487,40,IT,19,3,9027,64,Yes,,,
28488,49,HR,27,3,5950,72,Yes,,,
28489,32,Marketing,0,1,13773,3,No,,,
28490,40,IT,9,1,14666,106,No,,,
28491,42,Marketing,12,3,11479,44,No,,,
28492,43,Marketing,14,1,7847,98,Yes,,,
28493,46,Marketing,19,5,6774,54,Yes,,,
28494,48,HR,33,3,9391,75,Yes,,,
28495,29,HR,18,5,7456,119,Yes,,,
28496,25,HR,23,4,13684,70,No,,,
28497,22,HR,26,5,5578,15,Yes,,,
28498,48,Finance,25,3,6681,1,Yes,,,
28499,33,Finance,18,1,9421,56,Yes,,,
28500,35,Marketing,0,3,11879,7,No,,,
28501,34,Operations,25,5,5799,105,No,,,
28502,59,Finance,12,2,10059,112,Yes,,,
28503,34,IT,13,2,9206,51,No,,,
28504,23,Operations,20,5,7280,67,Yes,,,
28505,30,Operations,2,1,11183,97,No,,,
28506,58,Operations,15,5,6508,112,Yes,,,
28507,26,Marketing,9,3,13331,6,Yes,,,
28508,40,IT,24,5,13097,71,Yes,,,
28509,55,Finance,7,1,10402,53,Yes,,,
28510,40,Marketing,32,3,14289,29,No,,,
28511,23,IT,4,5,8618,101,Yes,,,
28512,24,IT,3,4,14179,105,No,,,
28513,31,HR,20,2,10041,65,Yes,,,
28514,51,IT,17,1,10278,78,No,,,
28515,49,Marketing,0,2,8391,45,Yes,,,
28516,58,Finance,5,3,14374,52,Yes,,,
28517,40,Operations,18,3,4409,3,Yes,,,
28518,44,Marketing,11,1,6717,10,Yes,,,
28519,43,IT,3,1,11746,23,Yes,,,
28520,42,Marketing,12,1,8165,18,Yes,,,
28521,42,Marketing,16,4,14550,116,Yes,,,
28522,40,Operations,6,2,6461,91,No,,,
28523,58,Finance,3,4,13269,4,Yes,,,
28524,27,HR,12,4,11820,83,Yes,,,
28525,44,HR,21,5,5339,70,No,,,
28526,57,HR,2,4,7603,71,Yes,,,
28527,45,Operations,22,4,8177,104,Yes,,,
28528,34,IT,16,5,9961,68,Yes,,,
28529,49,Operations,1,1,14095,26,Yes,,,
28530,23,Operations,1,5,4177,111,No,,,
28531,59,Marketing,6,2,11548,9,Yes,,,
28532,49,Operations,31,1,10504,71,No,,,
28533,36,Marketing,9,5,8889,63,Yes,,,
28534,41,Marketing,11,2,8927,3,Yes,,,
28535,42,HR,14,2,5824,86,No,,,
28536,41,IT,34,3,12554,52,No,,,
28537,42,HR,28,1,12606,10,Yes,,,
28538,29,IT,2,2,4034,51,Yes,,,
28539,43,HR,17,4,12302,31,Yes,,,
28540,29,Operations,23,5,5923,60,Yes,,,
28541,52,Finance,27,4,12431,49,Yes,,,
28542,56,HR,2,4,3869,44,Yes,,,
28543,56,Finance,8,4,4860,94,Yes,,,
28544,25,IT,18,3,13285,108,No,,,
28545,46,HR,22,3,10817,119,No,,,
28546,24,IT,23,1,11001,71,Yes,,,
28547,44,HR,33,5,3546,79,No,,,
28548,34,Finance,33,4,4667,39,Yes,,,
28549,47,HR,4,1,3583,85,Yes,,,
28550,32,HR,3,4,12125,0,No,,,
28551,38,Marketing,13,1,5981,21,No,,,
28552,29,Operations,26,1,9397,49,Yes,,,
28553,22,HR,6,4,13618,24,Yes,,,
28554,58,Marketing,22,1,12475,85,No,,,
28555,52,Operations,4,3,10972,96,No,,,
28556,33,Finance,31,3,6986,36,No,,,
28557,44,Marketing,3,1,5985,78,No,,,
28558,22,Marketing,1,3,7828,49,No,,,
28559,58,HR,1,1,6605,51,Yes,,,
28560,39,Finance,6,5,13500,102,No,,,
28561,38,Operations,17,4,9955,47,Yes,,,
28562,22,Finance,5,2,3705,33,No,,,
28563,46,Finance,14,1,14428,81,No,,,
28564,44,IT,10,4,14754,94,No,,,
28565,47,Finance,13,5,9775,4,Yes,,,
28566,49,Operations,28,2,13655,59,Yes,,,
28567,28,HR,22,5,10816,42,No,,,
28568,51,Operations,2,3,3864,115,Yes,,,
28569,54,Operations,8,2,11508,44,Yes,,,
28570,34,Operations,19,3,13521,9,No,,,
28571,24,IT,12,4,9583,12,Yes,,,
28572,49,Finance,3,4,9400,37,No,,,
28573,59,Operations,31,1,7863,117,Yes,,,
28574,53,Marketing,1,1,9585,101,No,,,
28575,41,Finance,12,3,10018,70,Yes,,,
28576,21,Marketing,30,5,3159,74,No,,,
28577,47,Operations,33,2,4195,0,No,,,
28578,22,HR,10,1,9436,102,Yes,,,
28579,30,IT,20,4,9365,81,Yes,,,
28580,30,IT,7,4,4544,9,Yes,,,
28581,50,Marketing,22,4,9298,26,No,,,
28582,21,IT,26,5,3903,76,Yes,,,
28583,51,Operations,20,2,6524,99,No,,,
28584,55,Marketing,28,2,5862,45,Yes,,,
28585,49,Operations,29,4,13669,23,Yes,,,
28586,33,Operations,0,2,7191,105,No,,,
28587,29,Marketing,5,4,13142,15,No,,,
28588,31,HR,8,3,9644,73,No,,,
28589,44,Marketing,23,1,13713,9,Yes,,,
28590,45,Operations,22,4,4322,47,No,,,
28591,33,Operations,26,4,14275,73,Yes,,,
28592,34,HR,16,4,5446,86,No,,,
28593,23,Marketing,11,2,9631,99,No,,,
28594,26,Finance,31,1,11438,83,No,,,
28595,33,HR,11,1,14340,114,No,,,
28596,21,Finance,26,5,13544,21,No,,,
28597,49,Marketing,19,4,4363,11,Yes,,,
28598,34,HR,12,5,7027,30,No,,,
28599,32,IT,17,5,11565,12,No,,,
28600,46,Marketing,21,4,3524,40,No,,,
28601,43,Marketing,1,5,11630,81,No,,,
28602,23,HR,18,5,14308,7,No,,,
28603,34,Marketing,24,1,4392,62,No,,,
28604,54,Marketing,25,4,9506,52,No,,,
28605,43,Operations,15,5,13578,51,Yes,,,
28606,30,Operations,32,2,9131,32,Yes,,,
28607,24,Finance,20,3,3731,19,Yes,,,
28608,59,Marketing,27,1,7156,93,Yes,,,
28609,30,IT,13,1,13822,12,No,,,
28610,44,Marketing,9,2,6363,104,Yes,,,
28611,54,Marketing,16,4,5292,8,No,,,
28612,44,IT,18,4,9285,98,Yes,,,
28613,45,HR,29,4,5514,21,No,,,
28614,35,HR,16,2,8213,20,No,,,
28615,32,Operations,20,5,12414,49,No,,,
28616,21,HR,15,2,10594,105,Yes,,,
28617,29,Marketing,24,2,3831,34,No,,,
28618,34,IT,33,2,6240,105,Yes,,,
28619,51,Marketing,6,5,12526,106,No,,,
28620,44,Finance,10,4,6503,1,Yes,,,
28621,30,IT,9,4,7177,78,Yes,,,
28622,38,HR,17,1,8248,107,No,,,
28623,23,Operations,13,4,6773,103,No,,,
28624,32,Finance,27,4,6171,33,Yes,,,
28625,55,Marketing,11,3,5266,57,No,,,
28626,43,Marketing,23,5,9615,108,Yes,,,
28627,42,Marketing,11,3,4078,10,Yes,,,
28628,31,Finance,14,1,9230,44,Yes,,,
28629,43,Finance,24,5,7765,56,No,,,
28630,32,IT,30,2,14966,98,No,,,
28631,49,Marketing,6,3,12344,107,Yes,,,
28632,45,Operations,11,2,10693,24,No,,,
28633,44,HR,28,2,6173,114,No,,,
28634,24,Finance,5,1,9406,62,No,,,
28635,57,HR,21,1,10171,13,No,,,
28636,49,IT,8,5,12831,94,No,,,
28637,23,Operations,3,1,8302,73,Yes,,,
28638,51,Finance,20,4,12223,9,Yes,,,
28639,45,IT,29,1,10553,105,Yes,,,
28640,57,HR,1,1,9198,114,No,,,
28641,43,IT,8,5,5503,66,No,,,
28642,42,Operations,1,4,8207,7,Yes,,,
28643,49,Marketing,18,5,13425,23,No,,,
28644,56,HR,26,1,5224,106,Yes,,,
28645,33,Marketing,30,1,13434,93,No,,,
28646,23,IT,19,3,7592,68,Yes,,,
28647,42,Operations,11,2,13039,57,Yes,,,
28648,56,Marketing,30,4,9286,80,No,,,
28649,30,Marketing,12,1,3646,11,Yes,,,
28650,29,Operations,31,3,6773,53,No,,,
28651,39,HR,5,3,11642,82,Yes,,,
28652,28,IT,19,5,8276,78,No,,,
28653,53,Marketing,0,3,8401,17,Yes,,,
28654,40,IT,1,1,11379,81,Yes,,,
28655,50,Finance,23,2,14402,18,No,,,
28656,55,Finance,16,5,14428,19,Yes,,,
28657,51,Marketing,14,3,8874,104,No,,,
28658,39,HR,29,2,11815,51,Yes,,,
28659,34,Finance,21,3,5154,69,No,,,
28660,30,HR,0,4,10673,110,No,,,
28661,23,Operations,26,1,7788,11,Yes,,,
28662,54,Finance,25,3,4218,33,Yes,,,
28663,48,HR,19,1,11528,17,No,,,
28664,39,Finance,16,5,11659,36,Yes,,,
28665,59,Marketing,13,4,6534,109,No,,,
28666,46,IT,2,1,14256,23,Yes,,,
28667,24,Marketing,6,3,4423,26,No,,,
28668,32,HR,28,2,14309,77,No,,,
28669,46,Finance,6,2,14650,30,Yes,,,
28670,27,Operations,5,3,14722,35,No,,,
28671,23,Operations,31,1,7125,101,No,,,
28672,46,IT,15,5,8547,64,No,,,
28673,22,Marketing,11,2,4733,39,No,,,
28674,32,HR,33,1,9755,26,Yes,,,
28675,52,Operations,3,2,7747,46,Yes,,,
28676,58,Marketing,6,4,11173,38,Yes,,,
28677,31,Marketing,12,4,13024,87,Yes,,,
28678,52,Operations,19,3,8148,20,No,,,
28679,35,Operations,3,4,11687,38,No,,,
28680,26,Operations,19,2,7432,11,Yes,,,
28681,46,Marketing,7,2,3622,6,Yes,,,
28682,28,Marketing,23,2,7786,104,Yes,,,
28683,28,IT,9,1,8640,96,Yes,,,
28684,58,Finance,4,4,7455,39,Yes,,,
28685,28,Finance,32,4,6094,113,No,,,
28686,37,Marketing,12,1,10512,67,No,,,
28687,59,HR,26,2,5206,46,No,,,
28688,39,Finance,2,4,7696,49,Yes,,,
28689,23,HR,11,5,8067,88,Yes,,,
28690,29,Marketing,5,3,12054,79,Yes,,,
28691,53,Finance,27,4,5074,100,No,,,
28692,52,Finance,13,4,13215,45,No,,,
28693,52,Finance,14,3,13280,77,No,,,
28694,26,Marketing,21,3,13973,47,No,,,
28695,49,IT,29,3,13984,19,No,,,
28696,57,Marketing,20,5,13906,49,No,,,
28697,37,Marketing,22,4,12718,4,No,,,
28698,39,Marketing,26,3,10143,6,No,,,
28699,51,Marketing,1,1,10463,75,Yes,,,
28700,39,HR,3,5,8882,55,Yes,,,
28701,43,IT,16,1,7155,43,No,,,
28702,55,Operations,5,2,13151,62,No,,,
28703,34,Marketing,10,1,8751,109,Yes,,,
28704,21,Operations,17,5,9530,95,No,,,
28705,53,HR,15,5,12102,5,No,,,
28706,56,HR,20,3,9555,94,No,,,
28707,21,Finance,17,5,8000,1,No,,,
28708,40,Finance,6,3,7041,74,Yes,,,
28709,42,IT,26,5,8687,42,Yes,,,
28710,55,Finance,2,4,12376,3,No,,,
28711,23,IT,25,1,14689,25,No,,,
28712,32,Operations,2,1,13614,17,No,,,
28713,57,IT,0,2,12059,28,No,,,
28714,33,Operations,30,4,9421,106,Yes,,,
28715,32,IT,15,3,12143,22,Yes,,,
28716,22,Finance,13,5,10359,84,No,,,
28717,40,Finance,21,2,5362,82,Yes,,,
28718,21,HR,4,4,4330,2,No,,,
28719,55,Finance,12,5,8515,106,Yes,,,
28720,44,IT,31,4,4340,95,Yes,,,
28721,58,Finance,34,2,5188,74,No,,,
28722,46,Marketing,21,3,9216,32,Yes,,,
28723,31,Finance,34,3,3422,114,No,,,
28724,35,Operations,34,2,3704,112,Yes,,,
28725,26,Operations,9,2,12358,91,No,,,
28726,29,HR,16,3,10530,23,No,,,
28727,26,IT,8,1,9411,90,Yes,,,
28728,37,Operations,30,5,14523,80,Yes,,,
28729,43,Operations,33,3,11581,52,Yes,,,
28730,51,HR,19,4,6261,101,Yes,,,
28731,36,HR,7,1,8755,73,No,,,
28732,42,Finance,34,4,5532,55,Yes,,,
28733,36,Operations,31,5,5574,42,Yes,,,
28734,32,HR,29,3,4377,88,Yes,,,
28735,29,Operations,31,3,5916,32,No,,,
28736,26,Operations,5,3,13071,31,Yes,,,
28737,24,HR,27,4,10164,73,No,,,
28738,58,IT,34,2,7811,107,Yes,,,
28739,37,IT,12,3,14281,110,No,,,
28740,30,Marketing,18,4,6676,54,No,,,
28741,55,IT,1,1,6852,88,No,,,
28742,41,Operations,32,4,8067,117,No,,,
28743,39,Operations,24,4,11404,96,No,,,
28744,47,Operations,33,5,7439,87,Yes,,,
28745,31,IT,2,1,13336,52,No,,,
28746,26,Marketing,2,3,7187,62,No,,,
28747,48,Finance,15,2,6328,86,No,,,
28748,23,Operations,33,2,12248,60,No,,,
28749,44,Marketing,17,2,3559,36,No,,,
28750,57,HR,0,5,14993,75,Yes,,,
28751,33,IT,32,4,14973,19,No,,,
28752,35,Finance,1,1,6839,22,No,,,
28753,29,HR,21,3,11625,87,No,,,
28754,59,Marketing,31,1,10466,60,No,,,
28755,55,HR,16,4,9974,63,No,,,
28756,38,HR,21,2,3221,103,No,,,
28757,23,Operations,32,5,13089,6,Yes,,,
28758,48,Operations,3,2,12969,5,Yes,,,
28759,36,IT,18,1,10561,112,No,,,
28760,43,Finance,23,2,4751,49,Yes,,,
28761,52,HR,18,1,13808,15,Yes,,,
28762,30,Marketing,0,3,4934,26,Yes,,,
28763,58,HR,33,1,6579,81,No,,,
28764,58,HR,27,3,6977,57,Yes,,,
28765,33,IT,33,1,11301,89,Yes,,,
28766,35,Operations,17,5,12152,57,Yes,,,
28767,48,Operations,11,3,11243,69,No,,,
28768,33,IT,27,3,13751,74,Yes,,,
28769,55,Operations,30,3,14595,49,No,,,
28770,22,HR,1,3,13840,69,Yes,,,
28771,21,Operations,16,4,9682,54,Yes,,,
28772,52,IT,7,2,14783,11,Yes,,,
28773,50,IT,17,2,6785,53,No,,,
28774,42,HR,1,4,8281,48,Yes,,,
28775,24,Operations,17,4,3611,15,No,,,
28776,44,HR,9,3,4182,35,Yes,,,
28777,34,Marketing,22,5,10614,36,Yes,,,
28778,37,IT,10,2,6050,10,Yes,,,
28779,34,Finance,0,3,11652,115,Yes,,,
28780,59,Finance,11,2,13819,27,Yes,,,
28781,47,IT,28,2,10618,107,No,,,
28782,41,Finance,19,2,13588,80,Yes,,,
28783,55,HR,2,5,4601,88,No,,,
28784,46,Marketing,28,2,8647,22,Yes,,,
28785,51,Operations,24,3,7561,36,No,,,
28786,53,Marketing,18,2,4539,32,No,,,
28787,31,Finance,1,2,9637,99,No,,,
28788,36,Finance,19,5,10989,93,Yes,,,
28789,26,Operations,27,2,5543,71,No,,,
28790,54,Finance,19,2,8291,64,Yes,,,
28791,52,Operations,2,4,8455,54,Yes,,,
28792,41,Finance,10,2,4090,88,No,,,
28793,49,Operations,34,5,8525,15,Yes,,,
28794,31,HR,5,2,10615,69,No,,,
28795,25,Operations,21,3,13891,85,No,,,
28796,47,IT,2,3,10271,4,No,,,
28797,48,Marketing,8,2,14370,41,Yes,,,
28798,51,Marketing,32,3,6194,92,No,,,
28799,31,IT,6,5,14775,92,Yes,,,
28800,33,HR,28,1,4198,18,Yes,,,
28801,26,HR,20,2,7901,23,No,,,
28802,47,Finance,0,1,9337,99,No,,,
28803,50,HR,10,1,4520,73,Yes,,,
28804,39,Finance,32,3,12807,94,No,,,
28805,34,Finance,11,4,5481,41,Yes,,,
28806,29,Operations,26,2,3250,21,Yes,,,
28807,48,Finance,27,2,9801,71,Yes,,,
28808,48,HR,24,2,14578,30,No,,,
28809,45,HR,11,4,10390,43,Yes,,,
28810,46,Finance,0,1,6680,119,No,,,
28811,24,Operations,2,4,7710,27,Yes,,,
28812,23,IT,12,2,5902,91,No,,,
28813,54,Finance,2,4,6621,51,No,,,
28814,41,Operations,8,1,11966,102,No,,,
28815,37,Marketing,16,4,14775,22,No,,,
28816,58,HR,31,5,13021,18,Yes,,,
28817,54,IT,4,3,10616,109,Yes,,,
28818,32,IT,23,1,4484,117,Yes,,,
28819,45,IT,3,4,4863,6,Yes,,,
28820,41,Marketing,17,5,9485,30,Yes,,,
28821,38,HR,22,5,3094,95,Yes,,,
28822,56,IT,32,3,13573,62,Yes,,,
28823,26,HR,0,2,8159,42,Yes,,,
28824,40,HR,10,3,9840,91,Yes,,,
28825,40,Marketing,14,4,6337,79,Yes,,,
28826,52,Marketing,25,3,11712,77,No,,,
28827,51,Marketing,28,1,14686,53,Yes,,,
28828,40,Marketing,29,3,7916,21,Yes,,,
28829,50,Marketing,14,1,13877,111,Yes,,,
28830,23,Finance,17,3,11685,11,Yes,,,
28831,40,Finance,4,1,8355,107,No,,,
28832,28,Operations,24,1,6095,42,Yes,,,
28833,41,HR,16,3,7846,46,Yes,,,
28834,43,Operations,22,2,11829,80,No,,,
28835,21,HR,10,2,3917,81,Yes,,,
28836,22,HR,23,5,4118,32,No,,,
28837,30,IT,1,5,13934,92,No,,,
28838,57,HR,31,2,14728,23,Yes,,,
28839,50,Marketing,23,4,5908,4,No,,,
28840,44,Marketing,11,4,6800,43,No,,,
28841,52,IT,24,4,13414,99,No,,,
28842,50,Finance,10,4,13048,5,No,,,
28843,58,Finance,15,3,9752,66,No,,,
28844,34,Finance,34,5,10735,74,Yes,,,
28845,23,Marketing,15,1,4513,89,No,,,
28846,45,IT,4,4,14980,86,Yes,,,
28847,27,Finance,19,1,5750,21,No,,,
